1510 

1 1, -0.24961643063144262, 5.2400937533662155, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
2 1, -0.7465887268444686, 5.1926386528871395, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
3 1, -1.2367997999350677, 5.09815821266753, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
4 1, -1.7158102225142668, 4.957508062204675, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
5 1, -2.179282002018592, 4.77196195104138, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
6 1, -2.6230178662424692, 4.543200213492865, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
7 1, -3.0429992744852914, 4.273294551279001, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
8 1, -3.435422810078279, 3.964689271872724, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
9 1, -3.796734624714816, 3.620179152473045, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
10 1, -4.123662622651033, 3.242884130069963, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
11 1, -4.41324609331157, 2.8362210468119344, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
12 1, -4.662862523943012, 2.403872706554283, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
13 1, -4.870251349495503, 1.9497545228171784, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
14 1, -5.033534424649884, 1.4779790601944869, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
15 1, -5.151233032592547, 0.9928187903319526, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
16 1, -5.222281276503884, 0.49866739976237934, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
17 1, -5.246035732484941, 6.4245408680003235e-16, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
18 1, -5.222281276503884, -0.498667399762378, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
19 1, -5.151233032592549, -0.9928187903319492, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
20 1, -5.0335344246498845, -1.4779790601944833, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
21 1, -4.870251349495503, -1.9497545228171773, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
22 1, -4.662862523943013, -2.4038727065542815, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
23 1, -4.413246093311571, -2.8362210468119313, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
24 1, -4.123662622651035, -3.24288413006996, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
25 1, -3.796734624714817, -3.6201791524730447, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
26 1, -3.4354228100782804, -3.9646892718727234, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
27 1, -3.0429992744852923, -4.273294551279001, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
28 1, -2.623017866242473, -4.543200213492864, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
29 1, -2.1792820020185926, -4.77196195104138, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
30 1, -1.715810222514269, -4.957508062204674, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
31 1, -1.2367997999350713, -5.0981582126675296, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
32 1, -0.7465887268444698, -5.1926386528871395, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
33 1, -0.24961643063144512, -5.2400937533662155, 0.25, 0.0, 0.0, 0.0, 0.12494970781323042
34 1, -0.5008250704161787, 5.7244567493910665, 0.25, 0.0, 0.0, 0.0, 0.12544553998709243
35 1, -0.9978385596400464, 5.659023682200118, 0.25, 0.0, 0.0, 0.0, 0.12544553998709243
36 1, -1.4872578949136566, 5.5505220277757035, 0.25, 0.0, 0.0, 0.0, 0.12544553998709243
37 1, -1.965358299576105, 5.3997775492230815, 0.25, 0.0, 0.0, 0.0, 0.12544553998709243
38 1, -2.428501140862991, 5.207937503046044, 0.25, 0.0, 0.0, 0.0, 0.12544553998709243
39 1, -2.873161622098828, 4.976461907832183, 0.25, 0.0, 0.0, 0.0, 0.12544553998709243
40 1, -3.2959556085280735, 4.707112432629865, 0.25, 0.0, 0.0, 0.0, 0.12544553998709243
41 1, -3.6936653826240136, 4.4019389895830345, 0.25, 0.0, 0.0, 0.0, 0.12544553998709243
42 1, -4.063264132862045, 4.063264132862046, 0.25, 0.0, 0.0, 0.0, 0.12544553998709243
43 1, -4.401938989583034, 3.693665382624014, 0.25, 0.0, 0.0, 0.0, 0.12544553998709243
44 1, -4.707112432629862, 3.295955608528077, 0.25, 0.0, 0.0, 0.0, 0.12544553998709243
45 1, -4.976461907832183, 2.873161622098829, 0.25, 0.0, 0.0, 0.0, 0.12544553998709243
46 1, -5.207937503046043, 2.4285011408629917, 0.25, 0.0, 0.0, 0.0, 0.12544553998709243
47 1, -5.399777549223081, 1.9653582995761059, 0.25, 0.0, 0.0, 0.0, 0.12544553998709243
48 1, -5.550522027775703, 1.4872578949136588, 0.25, 0.0, 0.0, 0.0, 0.12544553998709243
49 1, -5.659023682200118, 0.9978385596400488, 0.25, 0.0, 0.0, 0.0, 0.12544553998709243
50 1, -5.7244567493910665, 0.5008250704161799, 0.25, 0.0, 0.0, 0.0, 0.12544553998709243
